company,jobSummary,jobTitle,location,url
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. (SM)
,
,Responsabilidades:,
Executar toda rotina de departamento pessoal;
,
Realizar atendimento aos colaboradores referentes a solicitações, orientações e esclarecimentos de dúvidas;
,
Receber e organizar documentos para arquivo;
,
Auxiliar nas rotinas de Ponto e processamento de informações para integração e lançamento na Folha de Pagamento, assim como todo o processo de desligamento.
,
,Exigências do cargo:,
Ampla experiência em toda rotina relacionadas a Administração de Pessoal;
,
Experiência em fornecer informações e atendimento aos colaboradores, de modo a sanar todas as dúvidas;
,
Experiência nos processos de admissão e desligamento de colaboradores;
,
Experiência em atualização de carteira de trabalho e Previdência Social dos Colaboradores;
,
Controlar e informar no sistema as férias dos colaboradores;
,
Emitir contratos de trabalho, ficha de registro e efetuar cadastro com os dados de admissão na Carteira Profissional do novo colaborador;
,
Experiência em confecção e controle de Crachás;
,
Experiência em Ponto;
,
Experiência em Folha de Pagamento.
,
Formação Superior em Recursos Humanos ou áreas afins;
,
Inglês intermediário.","Analista de Departamento Pessoal Pleno - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=3564f9c224b5579a&tk=1ca0uhg9s0nj372o&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. ( SM)
,
,Responsabilidades:,
Mapear as necessidades e propor soluções sistêmicas para melhorar o processo de negócio através de entrevistas com a área usuária.
,
Buscar as melhores soluções nos diversos sistemas implantados bem como os que estão disponíveis no mercado, através de uma visão holística e integrada das demandas.
,
Assegurar comunicação entre as equipes de desenvolvimento e de negócio para que o cliente tenha toda a informação necessária dos seus respectivos projetos, utilizando para isso os comitês de demandas, status report, atas de reunião e o sistema de gestão de projetos.
,
Desenvolver especificações funcionais e técnicas para desenvolvimento de customizações ou novos aplicativos, seguindo metodologia UML.
,
Apoiar a área usuária através do atendimento de chamados nível 2 em ferramenta de gestão.
,
Realizar treinamentos funcionais dos sistemas de responsabilidade da área de Soluções Corporativas, mantendo atualizada toda documentação de apoio.
,
Facilitar o desenvolvimento dos demais colaboradores da equipe com menor senioridade, orientando e compartilhando experiências.
,
,Qualificações:,
Graduação Completa em TI
,
Inglês Intermediário
,
Conhecimento em Banco de Dados SQL
,
Conhecimento dos processos de sistemas ERP
,
Experiência em Levantamento de Requisitos","Analista de Sistemas Senior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=c084fa92bf7190e8&tk=1ca0uhgju0nj34a7&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. SM
,
,Responsabilidades:,
Atuar em todos os processos da área de suprimentos;
,
Participação na elaboração de estratégia de categoria, negociações (contratos e spot);
,
Atendimento ao cliente interno e fornecedores;
,
Acompanhamento da execução de contatro de fornecimento;
,
Propecção, qualificação e desenvolvimento de novos fornecedores.
,
,Qualificações Necessárias:,
Experiência em compras de medicamentos e materiais médicos;
,
Ampla experiência na área de Compras/Suprimentos;
,
Ampla experiência em compras de grande volume com grande quantiedade de SKUs;
,
Experiência em Negociação de contratos e compras spot;
,
Experiência em qualificação e desenvolvimento de fornecedores;
,
Experiência com sistemas/ferramentas de negociação e cotação;
,
Análise de contratos;
,
Formação superior completa em Engenharia e/ou Administração ou áreas afins;
,
Inglês nível avançado.
,
,Qualificações Desejáveis:,
Pós graduação/MBA na área;
,
Experiência com o sistema de cotação Mercado Eletrônico.","Analista Suprimentos Senior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=d4becbe53ba4161c&tk=1ca0uhghs0nj30p4&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
Principais Responsabilidades
,
O profissional será responsável pela realização de testes web, utlizando ferramentas padrão, além das seguintes tarefas:
,
Analizar os requisitos do sistema e as especificações técnicas;
,
Escrever e executar casos de teste;
,
Documentar, avaliar e rastrear os resultados dos testes para garantir que as aplicações do sistema estejam livres de defeitos;
,
Comunicar e interagir com áreas apropriadas em problemas e mudanças que podem impactar dados, fluxo de trabalho e/ou funcionalidade no software;
,
Criar casos e testes de dados com suporte de planos de testes.
,
Além de outras atividades inerentes ao cargo
,Qualificações Necessárias
,
Vivência no mundo de testes;
,
Que tenha vontade em se desenvolver e aprender testes manuais e automatizados;
,
Graduação em curso ou completa nas áreas de TI;
,
Desejável conhecimento na metodologia Agile e UML
,
Inglês intermediário/técnico
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência. O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, Analista de Testes Júnior, Agile, UML, qualidade, tecnologia, ETL, BI, SQL; PLSQL, Microstrategy, SSIS, SSAS and SSRS, ALM, Testes, SDLC, STLC, Curtiba, PR","Analista de Testes Junior - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=64a3b2ec4216db63&tk=1ca0uhgqu0nj30kd&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
O UnitedHealth Group está trabalhando para criar o sistema de saúde do futuro. Estamos totalmente focados em inovação e mudança. Através da nossa família de empresas e de muitos indivíduos inspirados, estamos construindo um sistema de saúde de alto desempenho que funciona melhor para mais pessoas. Agora estamos buscando reforçar nossa equipe com pessoas decisivas, brilhantes e voltadas para a velocidade. Somos parte de um grupo que tem um local de trabalho para as pessoas com flexibilidade e desejo de ajudar a criar mudanças. A inovação faz parte da descrição do trabalho, e a paixão por melhorar as vidas dos nossos clientes é um fator motivador em tudo o que fazemos.
,
,Principais Responsabilidades:,
Elaboração de relatórios, validação de banco de dados e DWH Teste.
,
Conhecimento em metodologia ETL para suportar extração de dados, transformações e carregamento de dados para soluções corporativas de ETL.
,
Extração de dados de origem de testes, lógica de transformação de negócios e carregamento de tabela.
,
C onsultas SQL para vários cenários (teste de contagem, teste de chave primária, teste duplicado, teste de verificação padrão, qualidade de dados técnicos e qualidade de dados corporativos).
,
Entendimento da lógica do negócio e consultas complexas.
,
Envolvimento com testes de ponta a ponta e interpretação de modelos de dados lógicos.
,
D ocumentação das funcionalidades da aplicação durante o período de transição do conhecimento.
,
Analisar os requisitos do sistema e as especificações técnicas para criação e execução do plano o dos casos de teste de ponta a ponta juntamente com o Gerenciamento de defeitos.
,
E screver casos de teste e executar testes dentro de um servidor web para teste funcional e teste de integração junto com gerenciamento e resolução.
,
Conhecimento sobre o Sistema de Saúde.
,
Ajudar os usuários na definição do teste de aceitação do usuário, casos de teste e planos
,
Estabeleça e mantenha casos de teste e teste dados
,
Criação e manutenção de casos de teste em ALM juntamente com gerenciamento e resolução de defeitos.
,
Participação nas reuniões de grupo, de inspeção, de revisão e de grupos de usuários para garantir a qualidade.
,
Trabalhar com usuários , analistas de sistemas, designers e programadores para criar e analisar vários documentos de projeto necessários.
,
Participar na verificação da implementação da produção e ser responsável pela validação da qualidade do sistema.
,
Planejar, documentar, avaliar e rastrear os resultados dos testes para garantir que as aplicações do sistema estejam livres de defeitos.
,
Comunicar e interagir com áreas apropriadas em problemas, mudanças e aprimoramentos que podem afetar dados, fluxo de trabalho e / ou funcionalidade no software de Tecnologia da Informação.
,
Cumprimento dos padrões do ciclo de vida do desenvolvimento de software e seguir estratégias, planos e procedimentos no software de tecnologia da informação.
,
G overnança e processo em torno de práticas de garantia de qualidade.
,
Estudar e analisar documentos de especificações de software para desenvolver cenários de teste.
,Qualificações Necessárias
,
Graduação completa em tecnologia ou áreas afins.
,
Micro strategy, SSIS, SSAS and SSRS.
,
SQL ou PL/SQL
,
ETL / DW / RDBMS
,
Manual Testing, Data warehouse Testing, SQL testing, ETL Testing, Backend testing, Reports and Database Validation and Database Testing
,
Conhecimento em (ALM) Application Lifecycle Management .
,
Conhecimento de técnicas de otimização de testes SDLC & STLC, metodologia e casos de testes, defeitos e rastreamentos.
,
,Qualificações Preferidas:,
Desenvolvimento de automação de teste utilizando ferramentas de automação como QTP, Selenium Webdriver, JUnit, TestNG etc.
,
Automação de processos de compilação, implantações de aplicativos e sistema de integração contínua como Jenkins
,
Exposição aos testes de serviços da Web (SOAP e REST) e automação desses.
,
Atuação com metodologias ageis, Test Driven e Processos de Integração Contínua
,
Conhecimento de ferramentas como Eclipse e GIT / GITHUB
,
Conhecimento de Teste de Banco de Dados, JCL e SQL
,
Bigdata e Analytics, Tableau, Crystal Report etc.
,
Conhecimento de ferramentas de teste e monitoramento de desempenho, como HP Load Runner, Jmeter, CompuWare DynaTrace, Red Gate ANTS Performance Profiler etc.
,
Execução de diferentes tipos de testes de desempenho como Load, Stress, Endurance
,
Responsável pela melhoria da qualidade do código através da interação com equipes de desenvolvimento
,
Habilidades de programação como Java, Dot Net
,
,Requisitos Desejáveis:,
Inglês Avançado
,
Excel e VBA
,
Conhecimento em gestão de projetos
,
Experiência com testes automatizados, preferencialmente Selenium
,Conhecimento BI atuação no segmento da saúde é um diferencial
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência. O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, ETL, BI, SQL; PLSQL, Microstrategy, SSIS, SSAS and SSRS, ALM, Testes, SDLC, STLC, São Paulo - SP","Analista de Testes ETL Sênior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=fcd4e616049233ea&tk=1ca0uhgvf0nj323l&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. SM
,
,Responsabilidades:,
Atuar em todos os processos da área de suprimentos;
,
Participação na elaboração de estratégia de categoria, negociações (contratos e spot);
,
Atendimento ao cliente interno e fornecedores;
,
Acompanhamento da execução de contatro de fornecimento;
,
Propecção, qualificação e desenvolvimento de novos fornecedores.
,
,Qualificações Necessárias:,
Experiência em compras de medicamentos e materiais médicos;
,
Ampla experiência na área de Compras/Suprimentos;
,
Ampla experiência em compras de grande volume com grande quantiedade de SKUs;
,
Experiência em Negociação de contratos e compras spot;
,
Experiência em qualificação e desenvolvimento de fornecedores;
,
Experiência com sistemas/ferramentas de negociação e cotação;
,
Análise de contratos;
,
Formação superior completa em Engenharia e/ou Administração ou áreas afins;
,
Inglês nível avançado.
,
,Qualificações Desejáveis:,
Pós graduação/MBA na área;
,
Experiência com o sistema de cotação Mercado Eletrônico.","Analista Suprimentos Senior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=d4becbe53ba4161c&tk=1ca0uhh4p0nj36qi&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. SM
,
,Responsabilidades:,
Interagir com as áreas de Operações para identificar oportunidades de melhoria de processos, entender as necessidades e transformá-las em requisitos, sugerir a melhor alternativa com base no seu conhecimento técnico e criar a solução criando ferramentas adequadas.
,
Liderar projetos de robótica.
,
,Qualificações Necessárias:,
Curso superior completo (Programação, Ciência da Computação, Sistemas de Informação);
,
Necessário conhecimento de programação;
,
Necessário conhecimento em lógica de programação;
,
Microsoft Excel;
,
Inglês técnico.
,
,Qualificações Desejáveis:,
Experiência com robótica;
,
Pós graduação em gerenciamento de projetos ou BI.","Analista Processos Senior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=8807ec7e83f6e970&tk=1ca0uhhf10nj35ec&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. SM
,
,Responsabilidades:,
Atuar em todos os processos da área de suprimentos;
,
Participação na elaboração de estratégia de categoria, negociações (contratos e spot);
,
Atendimento ao cliente interno e fornecedores;
,
Acompanhamento da execução de contatro de fornecimento;
,
Propecção, qualificação e desenvolvimento de novos fornecedores.
,
,Qualificações Necessárias:,
Experiência em compras de medicamentos e materiais médicos;
,
Ampla experiência na área de Compras/Suprimentos;
,
Ampla experiência em compras de grande volume com grande quantiedade de SKUs;
,
Experiência em Negociação de contratos e compras spot;
,
Experiência em qualificação e desenvolvimento de fornecedores;
,
Experiência com sistemas/ferramentas de negociação e cotação;
,
Análise de contratos;
,
Formação superior completa em Engenharia e/ou Administração ou áreas afins;
,
Inglês nível avançado.
,
,Qualificações Desejáveis:,
Pós graduação/MBA na área;
,
Experiência com o sistema de cotação Mercado Eletrônico.","Analista Suprimentos Senior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=d4becbe53ba4161c&tk=1ca0uhhh00nj3078&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. (SM)
,
,Responsabilidades:,
Executar toda rotina de departamento pessoal;
,
Realizar atendimento aos colaboradores referentes a solicitações, orientações e esclarecimentos de dúvidas;
,
Receber e organizar documentos para arquivo;
,
Auxiliar nas rotinas de Ponto e processamento de informações para integração e lançamento na Folha de Pagamento, assim como todo o processo de desligamento.
,
,Exigências do cargo:,
Ampla experiência em toda rotina relacionadas a Administração de Pessoal;
,
Experiência em fornecer informações e atendimento aos colaboradores, de modo a sanar todas as dúvidas;
,
Experiência nos processos de admissão e desligamento de colaboradores;
,
Experiência em atualização de carteira de trabalho e Previdência Social dos Colaboradores;
,
Controlar e informar no sistema as férias dos colaboradores;
,
Emitir contratos de trabalho, ficha de registro e efetuar cadastro com os dados de admissão na Carteira Profissional do novo colaborador;
,
Experiência em confecção e controle de Crachás;
,
Experiência em Ponto;
,
Experiência em Folha de Pagamento.
,
Formação Superior em Recursos Humanos ou áreas afins;
,
Inglês intermediário.","Analista de Departamento Pessoal Pleno - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=3564f9c224b5579a&tk=1ca0uhhe50nj3755&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. SM
,
,Responsabilidades:,
Interagir com as áreas de Operações para identificar oportunidades de melhoria de processos, entender as necessidades e transformá-las em requisitos, sugerir a melhor alternativa com base no seu conhecimento técnico e criar a solução criando ferramentas adequadas .
,
,Qualificações Necessárias:,
Curso superior completo (Programação, Ciência da Computação, Sistemas de Informação);
,
Necessário conhecimento de programação;
,
Necessário conhecimento em lógica de programação;
,
Microsoft Excel;
,
Inglês técnico.
,
,Qualificações Desejáveis:,
Experiência com robótica;","Analista Processos Pleno - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=42324d40bb3b67c2&tk=1ca0uhib90nj35sl&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. ( SM)
,
,Responsabilidades:,
Mapear as necessidades e propor soluções sistêmicas para melhorar o processo de negócio através de entrevistas com a área usuária.
,
Buscar as melhores soluções nos diversos sistemas implantados bem como os que estão disponíveis no mercado, através de uma visão holística e integrada das demandas.
,
Assegurar comunicação entre as equipes de desenvolvimento e de negócio para que o cliente tenha toda a informação necessária dos seus respectivos projetos, utilizando para isso os comitês de demandas, status report, atas de reunião e o sistema de gestão de projetos.
,
Desenvolver especificações funcionais e técnicas para desenvolvimento de customizações ou novos aplicativos, seguindo metodologia UML.
,
Apoiar a área usuária através do atendimento de chamados nível 2 em ferramenta de gestão.
,
Realizar treinamentos funcionais dos sistemas de responsabilidade da área de Soluções Corporativas, mantendo atualizada toda documentação de apoio.
,
Facilitar o desenvolvimento dos demais colaboradores da equipe com menor senioridade, orientando e compartilhando experiências.
,
,Qualificações:,
Graduação Completa em TI
,
Inglês Intermediário
,
Conhecimento em Banco de Dados SQL
,
Conhecimento dos processos de sistemas ERP
,
Experiência em Levantamento de Requisitos","Analista de Sistemas Senior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=c084fa92bf7190e8&tk=1ca0uhiem0nj33l8&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. (SM)
,
,Responsabilidades:,
Executar toda rotina de departamento pessoal;
,
Realizar atendimento aos colaboradores referentes a solicitações, orientações e esclarecimentos de dúvidas;
,
Receber e organizar documentos para arquivo;
,
Auxiliar nas rotinas de Ponto e processamento de informações para integração e lançamento na Folha de Pagamento, assim como todo o processo de desligamento.
,
,Exigências do cargo:,
Ampla experiência em toda rotina relacionadas a Administração de Pessoal;
,
Experiência em fornecer informações e atendimento aos colaboradores, de modo a sanar todas as dúvidas;
,
Experiência nos processos de admissão e desligamento de colaboradores;
,
Experiência em atualização de carteira de trabalho e Previdência Social dos Colaboradores;
,
Controlar e informar no sistema as férias dos colaboradores;
,
Emitir contratos de trabalho, ficha de registro e efetuar cadastro com os dados de admissão na Carteira Profissional do novo colaborador;
,
Experiência em confecção e controle de Crachás;
,
Experiência em Ponto;
,
Experiência em Folha de Pagamento.
,
Formação Superior em Recursos Humanos ou áreas afins;
,
Inglês intermediário.","Analista de Departamento Pessoal Pleno - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=3564f9c224b5579a&tk=1ca0uhip50nj378n&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. SM
,
,Responsabilidades:,
Interagir com as áreas de Operações para identificar oportunidades de melhoria de processos, entender as necessidades e transformá-las em requisitos, sugerir a melhor alternativa com base no seu conhecimento técnico e criar a solução criando ferramentas adequadas.
,
Liderar projetos de robótica.
,
,Qualificações Necessárias:,
Curso superior completo (Programação, Ciência da Computação, Sistemas de Informação);
,
Necessário conhecimento de programação;
,
Necessário conhecimento em lógica de programação;
,
Microsoft Excel;
,
Inglês técnico.
,
,Qualificações Desejáveis:,
Experiência com robótica;
,
Pós graduação em gerenciamento de projetos ou BI.","Analista Processos Senior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=8807ec7e83f6e970&tk=1ca0uhj1m0nj3459&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Vamos falar de impacto! A Amil, parte da família de empresas do UnitedHealth Group, conta com uma equipe de profissionais de alto nível trabalhando em conjunto para ajudar as pessoas a viverem vidas mais saudáveis. A empresa oferece uma ampla variedade de planos de assistência médico-hospitalar e odontológica que proporcionam, aos seus mais de 5,9 milhões de beneficiários, acesso a serviços de alta qualidade. A Amil também possui uma extensa rede credenciada no país, que abrange cerca de 31,8 mil serviços de saúde, entre hospitais, consultórios, clínicas médicas, laboratórios e centros de diagnóstico por imagem. Se você busca maior impacto e mais desafio, a Amil é o lugar certo. É a oportunidade para realizar o melhor trabalho de sua vida. SM
,
,Responsabilidades:,
Atuar em todos os processos da área de suprimentos;
,
Participação na elaboração de estratégia de categoria, negociações (contratos e spot);
,
Atendimento ao cliente interno e fornecedores;
,
Acompanhamento da execução de contatro de fornecimento;
,
Propecção, qualificação e desenvolvimento de novos fornecedores.
,
,Qualificações Necessárias:,
Experiência em compras de medicamentos e materiais médicos;
,
Ampla experiência na área de Compras/Suprimentos;
,
Ampla experiência em compras de grande volume com grande quantiedade de SKUs;
,
Experiência em Negociação de contratos e compras spot;
,
Experiência em qualificação e desenvolvimento de fornecedores;
,
Experiência com sistemas/ferramentas de negociação e cotação;
,
Análise de contratos;
,
Formação superior completa em Engenharia e/ou Administração ou áreas afins;
,
Inglês nível avançado.
,
,Qualificações Desejáveis:,
Pós graduação/MBA na área;
,
Experiência com o sistema de cotação Mercado Eletrônico.","Analista Suprimentos Senior - São Paulo, SP","São Paulo, SP",https://www.indeed.com.br/ver-emprego?jk=d4becbe53ba4161c&tk=1ca0uhi7f0nj32v7&from=serp&alid=3&advn=3303391347378714
